id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
8371207,"""Vintage"" Flat in Porto city center",38963404,Zelije,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15639,-8.61812,Entire home/apt,,3,41,2018-10-08,0.38,9,0,0,31764/AL
8392907,"""Tawny"" Studio in Porto city center",38963404,Zelije,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15523,-8.61859,Entire home/apt,,3,72,2019-09-23,0.72,9,0,0,37319/AL
8392923,"""Ruby"" Flat in Porto city center",38963404,Zelije,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15615,-8.61836,Entire home/apt,,3,38,2019-10-07,0.43,9,0,0,39422/AL
8425056,PanoramicPlace Premar,13867075,Nuno,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38117,-8.7598,Entire home/apt,,20,2,2017-06-27,0.02,1,0,0,32622
8426811,S. Bento Apart - Duplex,37066714,Diogo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14575,-8.60887,Entire home/apt,74,1,60,2024-07-08,0.56,45,320,2,19881/AL
8437987,Apartamento T2 com garagem,44426512,Cármen,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.1203,-8.60558,Entire home/apt,,2,1,2015-10-11,0.01,1,0,0,
8483711,Casa do Commendador,44680540,Sofia,VILA DO CONDE,Touguinha e Touguinhó,41.37326,-8.72074,Entire home/apt,55,2,2,2018-08-17,0.02,2,0,0,
8503702,quarto para 02 pessoas,44778050,Joao,PORTO,Campanhã,41.15795,-8.57765,Private room,,1,0,,,1,0,0,
8504418,Casa no centro histórico,44781515,Maria,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1346,-8.60983,Entire home/apt,,2,53,2024-08-06,0.50,1,346,9,
8519443,the 96.1 apartment at Cedofeita | FAST WI-FI,17143947,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15231,-8.62039,Entire home/apt,65,4,303,2024-09-06,2.81,2,95,35,21069/AL
8536830,Cozy room in Porto City Center,1358524,Jenny,PORTO,Bonfim,41.1468,-8.59721,Private room,,1,10,2016-01-26,0.09,1,0,0,
8547623,FLH Porto Charming Flat,3953109,Feels Like Home,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18049621582031,-8.653889656066895,Entire home/apt,,1,26,2024-06-04,0.24,74,0,9,55329/AL
8574958,"POVOA DE VARZIM ""Em cima da areia""",45129445,Joaquim,PÓVOA DE VARZIM,"AVer-o-Mar, Amorim e Terroso",41.39486,-8.77651,Entire home/apt,120,3,70,2024-07-03,0.68,1,85,7,35568/AL
8576831,Closy room near the sea,45138994,Ana,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15747,-8.67212,Private room,,2,0,,,1,0,0,
8629316,A good place to discover Oporto...!,45384857,José & Cécile,PORTO,Campanhã,41.16659,-8.57264,Entire home/apt,65,3,74,2024-08-22,0.68,2,363,12,101691/AL
8644833,D. Luís - Uporto House,45287723,Uporto House,PORTO,Paranhos,41.1818,-8.61207,Private room,54,2,15,2022-09-30,0.15,37,181,0,20544/AL
8644982,Aliados - Uporto House,45287723,Uporto House,PORTO,Paranhos,41.18193,-8.61309,Private room,54,2,10,2024-06-10,0.10,37,106,1,20544/AL
8644988,D. Henrique - Uporto House,45287723,Uporto House,PORTO,Paranhos,41.1807,-8.61343,Private room,54,2,7,2024-07-26,0.11,37,167,2,20544/AL
8671362,"Casa do Porto, Bairro Alegre",42044160,Alvaro,PORTO,Bonfim,41.15625,-8.59518,Entire home/apt,102,2,496,2024-08-24,4.59,2,202,43,32557/AL
8672985,* Free Street Parking * Ground Floor with washer,45556429,Joao,PORTO,Paranhos,41.16745,-8.60001,Entire home/apt,86,1,57,2024-08-26,0.96,4,344,22,104230/AL
8676083,apartamento duplex,45569512,Sílvia,VILA NOVA DE GAIA,Canidelo,41.12527,-8.63432,Entire home/apt,,1,0,,,1,0,0,
8685222,Estúdio C/Amplo Terraço E Vista Rio,27267172,Marcos,PORTO,Lordelo do Ouro e Massarelos,41.14887,-8.63418,Entire home/apt,79,2,341,2024-07-19,3.22,8,0,20,20629/AL
8686233,Loft Duplex Com Terraço Vista Rio,27267172,Marcos,PORTO,Lordelo do Ouro e Massarelos,41.1488,-8.63417,Entire home/apt,75,2,194,2024-07-04,1.85,8,0,9,20630/AL
8692223,Duplex espaçoso com acesso a jardim,27267172,Marcos,PORTO,Lordelo do Ouro e Massarelos,41.14879,-8.63416,Entire home/apt,69,2,143,2024-07-04,1.35,8,0,7,20631/AL
8692727,Suite Luxuosa com vista panorâmica,27267172,Marcos,PORTO,Lordelo do Ouro e Massarelos,41.14882,-8.63419,Entire home/apt,72,2,128,2024-08-24,1.21,8,0,4,20632/AL
8692997,Lodge em Jardim Panorâmico - Porto,27267172,Marcos,PORTO,Lordelo do Ouro e Massarelos,41.14879,-8.63418,Entire home/apt,69,2,136,2024-02-12,1.28,8,0,6,20633/AL
8693218,Lodge com terraço vista rio e mar,27267172,Marcos,PORTO,Lordelo do Ouro e Massarelos,41.14899,-8.63416,Entire home/apt,76,2,245,2024-08-23,2.31,8,0,14,20634/AL
8697503,Cordoaria Guest House 1 - Downtown,16055999,Sílvia E André,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14676284790039,-8.617268562316895,Entire home/apt,90,2,247,2024-09-12,2.27,2,316,36,132543/AL
8707683,cozy flat in the heart of oporto,17509644,Juliana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14433,-8.61505,Entire home/apt,,1,0,,,1,0,0,
8708415,Casa do Commendador 2,44680540,Sofia,VILA DO CONDE,Touguinha e Touguinhó,41.37234,-8.72033,Entire home/apt,65,7,5,2018-08-13,0.05,2,0,0,
8712038,Time 2 Porto Pilar House,28002927,Estefania,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13515,-8.60998,Entire home/apt,,2,100,2024-08-18,0.98,3,9,8,20478/AL
8713693,EL DORADO,45736990,Marie,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12369,-8.60153,Entire home/apt,,4,2,2017-02-24,0.02,1,0,0,
8747853,Modern apartment Porto city center,18112547,Bruno,PORTO,Bonfim,41.15178,-8.60277,Entire home/apt,65,3,183,2024-08-27,1.70,1,36,27,31917/AL
8786715,Cosy Loft Duplex with balcony,43292961,Susana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14739,-8.60434,Entire home/apt,62,5,276,2024-08-31,2.60,2,93,25,20532/AL
8787862,Apartamento estúdio T0 Vivacity,46055378,Joaquim,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14859,-8.61399,Private room,,1,1,2019-08-11,0.02,2,0,0,
8791514,Apartamento T1 para 4 pax Vivacity,46055378,Joaquim,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14709,-8.61413,Entire home/apt,,1,0,,,2,0,0,
8811556,OPorto Cheers Gaia - Train Station & free parking,3043794,João,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13009262084961,-8.61827278137207,Entire home/apt,64,3,37,2024-08-24,0.36,3,162,9,
8842648,Porto Holiday Penthouse,37385103,Alice,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1595,-8.63043,Entire home/apt,,2,29,2023-10-29,0.29,1,0,4,20315/AL
10051156,Vintage Downtown Apartment,51447621,Joao,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15069,-8.61257,Entire home/apt,35,30,65,2022-09-27,0.61,36,333,0,22941/AL
10074667,Great View,51692724,Cristina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1453,-8.61868,Entire home/apt,65,2,421,2024-09-07,3.97,6,321,59,36262/AL
10083468,Be Happy in Porto,27518920,Fábio,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.149323,-8.612049,Entire home/apt,98,2,241,2024-05-30,2.27,4,318,10,72891/AL
10097660,Oporto's heArt (PRIVATE PARKING),24207757,Silvio,PORTO,Bonfim,41.14988,-8.60204,Entire home/apt,120,2,347,2024-08-26,3.40,2,109,51,33806/AL
10103701,Casa da Torre,51849607,Maria,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12259,-8.61077,Entire home/apt,,2,5,2019-07-12,0.05,1,0,0,57464/AL
10117617,A Casa Alegre é um apartamento T1.,51920973,Manuela,VILA DO CONDE,Vila do Conde,41.35786,-8.75456,Entire home/apt,40,7,11,2017-08-27,0.11,1,13,0,22626/AL
10118022,"Flat with 4 bedrooms, 7 single beds",4114510,Sandro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16444,-8.61807,Entire home/apt,,2,31,2018-08-19,0.29,5,0,0,
10132375,Feel Porto Downtown Art Tile,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15009,-8.60684,Entire home/apt,,1,80,2024-08-07,0.77,102,277,4,26942/AL
10134129,Feel Porto Downtown Couture,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15009,-8.60684,Entire home/apt,,1,118,2024-07-29,1.14,102,300,28,45783/AL
7793422,Oporto Best View,41020666,Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14275,-8.61853,Entire home/apt,74,2,351,2024-07-18,3.17,8,297,26,20476/AL
7795519,BRA.com Bonfim 201,40592098,Bárbara,PORTO,Bonfim,41.14695,-8.59795,Entire home/apt,90,2,32,2024-08-24,0.29,24,326,2,
7796110,BRA.com Bonfim 301,40592098,Bárbara,PORTO,Bonfim,41.14691,-8.5979,Entire home/apt,100,2,14,2022-11-06,0.13,24,364,0,
7807402,Cozy Apartment in Central Porto,11105821,André,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1564,-8.619,Entire home/apt,,1,4,2015-09-21,0.04,1,0,0,
7813288,Cúpula de Mourio,41133011,Fernando,VALE DE CAMBRA,São Pedro de Castelões,40.8213,-8.39318,Entire home/apt,329,2,36,2024-08-24,0.47,1,356,15,
7814530,Comfy beach house- amazing sea view,15594041,Amelie,VILA NOVA DE GAIA,Arcozelo,41.04948,-8.6539,Entire home/apt,125,5,58,2024-08-01,0.55,1,248,9,82473/AL
7835669,Casa de Quinta,41270413,Nicolas,MAIA,Cidade da Maia,41.2362,-8.63281,Entire home/apt,150,3,36,2024-08-11,0.33,1,263,4,
7855022,Apartamento no centro da cidade,22724401,Marcos,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12205,-8.60676,Entire home/apt,85,4,71,2024-09-07,0.65,9,290,19,
7857591,Casa frente a Casa da Musica,41409311,Natalia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15891,-8.63039,Entire home/apt,70,3,112,2020-08-01,1.02,1,310,0,
7867682,Studio with balcony in Clérigos Tower,16922131,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.145798,-8.613374,Entire home/apt,79,1,102,2024-08-29,0.93,92,315,5,24059/AL
7873060,Casa João de Deus - Boavista,41494385,João E Raquel,PORTO,Ramalde,41.16109,-8.63593,Private room,,1,2,2015-09-30,0.02,1,0,0,
7882034,Ikebana VI - Charming apart  downtown Porto,37776205,Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14928,-8.6164,Entire home/apt,56,3,252,2024-08-31,2.28,3,129,28,AL23105
7897180,Porto Downtown Flats - Sé Cathedral View Balcony,35484736,Tim,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.143890412160154,-8.615234248757352,Entire home/apt,94,2,209,2024-09-11,1.89,4,314,28,45144/AL
7900300,ORM - Guindais Apartment,19887538,Oporto Rental Management,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14337,-8.61001,Entire home/apt,104,2,286,2024-04-19,2.59,50,322,6,64912/AL
7900427,ORM - Santa Clara Apartment,19887538,Oporto Rental Management,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1435,-8.61011,Entire home/apt,108,2,264,2023-12-28,2.39,50,323,11,65019/AL
8880415,Porto in the Plaza! 3 Bedroom Apartment,45507443,Rui,PORTO,Bonfim,41.14721,-8.60154,Entire home/apt,98,3,198,2024-08-30,1.85,1,264,25,
8881911,Arrábida - Uporto House,45287723,Uporto House,PORTO,Paranhos,41.18215,-8.61299,Private room,45,2,36,2024-05-29,0.33,37,136,2,20544/AL
8886317,Batalha - Uporto House,45287723,Uporto House,PORTO,Paranhos,41.18188,-8.61138,Private room,54,2,8,2024-05-31,0.08,37,209,1,20544/AL
8886442,Foz - Uporto House,45287723,Uporto House,PORTO,Paranhos,41.1819,-8.61305,Private room,50,2,11,2024-08-13,0.15,37,121,2,20544/AL
8886574,Boavista - Uporto House,45287723,Uporto House,PORTO,Paranhos,41.18197,-8.61187,Private room,50,2,24,2024-06-29,0.24,37,88,6,20544/al
8886783,Suite Clérigos - Uporto House,45287723,Uporto House,PORTO,Paranhos,41.18244,-8.61176,Private room,,2,17,2024-06-29,0.18,37,168,3,20544/al
8886961,Suite Ribeira - Uporto House,45287723,Uporto House,PORTO,Paranhos,41.18075,-8.61358,Private room,66,2,10,2024-05-30,0.27,37,153,2,20544/al
8961376,WHITE Fabrica House WIFI Downtown,7977641,Gisela,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14651,-8.61329,Entire home/apt,79,3,423,2024-08-19,3.93,3,65,10,46813/AL
8983055,Quinta do Gestal - Turismo Rural,46932592,Álvaro,MATOSINHOS,"Custóias, Leça do Balio e Guifões",41.21599699411988,-8.632449157314346,Private room,65,1,114,2024-09-12,1.12,1,344,42,
8997819,Apartamento novo com vista para o rio. Lindo!,46995680,Teresa,PORTO,Lordelo do Ouro e Massarelos,41.145999,-8.630005,Entire home/apt,175,1,19,2024-08-04,0.71,3,257,6,
9009795,Porto Douro River Guest House II,7238676,Joao,PORTO,Lordelo do Ouro e Massarelos,41.14517,-8.63101,Entire home/apt,165,2,81,2024-08-21,0.76,3,353,17,
9011828,Porto Center-Indian Soul Apartment,19065705,Maria,PORTO,Paranhos,41.16381,-8.60823,Entire home/apt,,3,7,2017-09-08,0.07,3,0,0,0
9011865,Porto Douro River Guest House I,7238676,Joao,PORTO,Lordelo do Ouro e Massarelos,41.14519,-8.62933,Entire home/apt,145,2,48,2024-07-20,0.44,3,325,6,71549/AL
9027023,Porto -Center Indian Soul 2,19065705,Maria,PORTO,Paranhos,41.16334,-8.60901,Private room,20,1,11,2019-12-07,0.10,3,317,0,0
9036968,Vintage Apt. 2 /  4 - 12 People - 2 Free Parking,31222173,Marta,PORTO,Bonfim,41.155888,-8.602356,Entire home/apt,252,2,137,2024-08-23,1.36,3,237,6,32731/AL
9046774,Downtown Classic Apartment,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14558,-8.60367,Entire home/apt,76,2,395,2024-09-06,3.66,16,332,51,24550/AL
9093295,Apartment TRAVELS - Poeta Apartments 6517 / AL,47411936,Sandra,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14402,-8.61764,Entire home/apt,,3,0,,,1,0,0,6517/AL
9140555,Historical House. Walk to the beach,47603432,Maria,ESPINHO,Espinho,41.00735,-8.64305,Entire home/apt,150,5,9,2024-08-25,0.09,3,365,1,33914/AL
9147272,OPO'attics - Loft #1,47629551,Alexandre&Sonia,PORTO,Campanhã,41.14807,-8.58645,Private room,90,2,41,2023-10-15,0.38,4,359,2,118553/AL
9149350,OPO'attics - Loft #6,47629551,Alexandre&Sonia,PORTO,Campanhã,41.14751,-8.58801,Private room,80,2,25,2024-08-22,0.24,4,361,4,118553/AL
9155815,OPO'attics - Loft #3,47629551,Alexandre&Sonia,PORTO,Bonfim,41.1493,-8.58842,Private room,70,2,92,2024-09-05,0.86,4,359,6,118553/AL
9168000,Splendid flat w/ patio,28751859,Valerio,PORTO,Paranhos,41.16674,-8.61131,Entire home/apt,140,3,75,2024-08-30,0.70,1,0,12,57113/AL
9172580,"""Casa da Alegria"" Apartment",28701258,Fernando,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15049,-8.60319,Entire home/apt,277,3,156,2024-09-09,1.46,3,265,41,
9217882,Porto Life Studio 2ºF,47932583,Porto Life Studios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14786,-8.6143,Entire home/apt,52,2,272,2024-08-20,2.55,2,213,32,22316/AL
9224269,Casa do Patio a home with a soul in the city heart,7333910,Bárbara,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14989,-8.61679,Entire home/apt,68,2,486,2024-09-13,4.55,2,137,53,84694/AL
9248616,Charming & Sunny Mezzanine Loft,1138920,João,PORTO,Bonfim,41.14947,-8.60212,Entire home/apt,,2,255,2024-09-01,2.39,2,3,22,128931/AL
9253222,Carolina M Apt  in front of Metro w/Patio+Parking,47907505,Joao,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15815,-8.62256,Entire home/apt,150,2,488,2024-08-01,4.57,1,155,60,25415/AL
9257309,Cedofeita Mezzanine with Terrace,1385493,Salomé,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15139,-8.61564,Entire home/apt,75,3,252,2024-08-28,2.36,2,154,33,22448/AL
9280084,Pin Porto City Center,48191387,PinPorto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15588,-8.61927,Entire home/apt,156,3,284,2024-09-11,2.65,6,278,22,20722/AL
9336976,I love Tokyo,228132,Carla,PORTO,Bonfim,41.14799880981445,-8.600625991821289,Entire home/apt,55,3,322,2024-08-31,3.01,2,341,36,34196/AL
9338818,Quarto duplo com vista de jardim,48469139,Maria Irene,PAREDES,Paredes,41.20729,-8.32964,Private room,50,1,3,2024-08-02,0.13,5,355,1,
9341476,CardosasAparFloch,48483186,M.,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1457,-8.61104,Entire home/apt,90,2,337,2024-08-31,3.18,1,312,22,21460/AL
9366933,Romantic apartment in Oportodowntown,48601603,Carlos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15034,-8.60415,Entire home/apt,85,3,249,2024-09-09,2.36,2,335,22,20638/AL
9374717,Goabio apartment 3 riverview,1377085,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14255,-8.61949,Entire home/apt,68,2,258,2024-09-11,2.41,8,322,15,31499/AL
9388776,Cool penthouse in downtown Porto,48700587,Joao,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15307,-8.60466,Entire home/apt,,1,1,2016-03-01,0.01,1,0,0,
9444294,Clérigos Charming Apartment - Great City View,48943549,Apartamentos Da Rosa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1449,-8.6158,Entire home/apt,96,2,405,2024-09-11,3.79,3,318,48,21904/AL
9488144,Alugamos quarto de casal,49175150,Juli Porto,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12132,-8.60603,Private room,,1,0,,,1,0,0,
9511619,OPO'attics - Loft #4,47629551,Alexandre&Sonia,PORTO,Campanhã,41.14735,-8.58848,Private room,70,2,54,2024-08-10,0.51,4,354,2,118553/AL
9530473,Victoria Project - House I - Private Parking,49369006,Verónica,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14457,-8.61481,Entire home/apt,242,1,301,2024-08-18,2.81,5,317,46,60001/AL
9566183,Beachfront apartment with balcony facing the sea,35829512,Hugo,VILA NOVA DE GAIA,Canidelo,41.12053,-8.66508,Entire home/apt,130,4,56,2024-08-03,0.58,3,321,9,104427/AL
9575383,Charming Room near oporto,49568165,Iryna,MAIA,Cidade da Maia,41.22937,-8.6121,Private room,45,2,8,2017-08-30,0.08,1,348,0,
9578531,"Beach front luxury apartment, 10 min from Porto.",35829512,Hugo,VILA NOVA DE GAIA,Canidelo,41.12827,-8.66675,Entire home/apt,130,4,114,2024-08-24,1.35,3,247,26,104426/AL
9593848,Clerigos.H - Apartment T1 (1st Floor),49655325,Elísio,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.144779,-8.61404,Entire home/apt,75,2,159,2024-08-30,1.62,3,324,41,23003/AL
9601946,Studio Cedofeita  3tr,23291068,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15342,-8.61848,Entire home/apt,90,2,19,2023-03-01,0.18,3,325,0,24593/AL
9603199,Porto Life Studio 3ºF,47932583,Porto Life Studios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14786,-8.6143,Entire home/apt,47,2,295,2024-08-20,2.76,2,198,31,22315/AL
9623690,Spacious and Bright Ap,806826,Miguel,PORTO,Bonfim,41.14486,-8.59863,Entire home/apt,,3,2,2017-05-21,0.02,4,0,0,12613/AL
9656213,Vintage Downtown Studio,49915609,Mario,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14673,-8.60721,Entire home/apt,81,2,313,2024-09-13,3.03,4,282,48,82532/AL
9678477,Sunny apartment in city center,37120087,Mafalda,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1585,-8.6088,Entire home/apt,52,3,100,2024-08-29,0.98,3,355,7,37703/AL
9729451,Reis Apartment - Porto | Areosa,50207310,Verônica,GONDOMAR,Rio Tinto,41.19088,-8.57784,Entire home/apt,111,2,1,2023-08-13,0.08,1,361,0,
9733160,Inside Porto Apartments @ Flores T1,50222081,Rita Lemos Almeida,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14376,-8.61418,Entire home/apt,142,2,16,2022-09-18,0.19,4,127,0,22531/AL
9733782,Downtown Porto Clérigos @CityCenter,14334740,Nuno,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14698,-8.61191,Entire home/apt,,2,667,2024-04-16,6.25,4,0,30,
9754045,Inside Porto Apartments @ Flores T2,50222081,Rita Lemos Almeida,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14384,-8.61398,Entire home/apt,208,2,60,2023-09-27,0.57,4,122,1,22534/AL
9756653,Maria's Apartment,49958552,Fernando,PORTO,Campanhã,41.15937,-8.59038,Entire home/apt,56,2,69,2020-09-05,0.65,1,0,0,22415/AL
9771470,House V.N.Gaia+breakfast.,48920953,Julia Leite,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.11405,-8.61412,Entire home/apt,60,1,464,2024-09-08,4.50,2,259,74,
9776121,Apartamento 4 quartos (2) - Porto,6518808,Miguel,PORTO,Ramalde,41.1655,-8.62975,Entire home/apt,169,2,338,2024-09-01,3.23,2,322,35,21326/AL
9781706,I love Paris Apartment- Porto City,228132,Carla,PORTO,Bonfim,41.14811,-8.60075,Entire home/apt,54,3,294,2024-08-22,2.75,2,309,37,100597/AL
9782756,Bóco Manor House,4628870,Casa Do Boco Exploração Turística,AROUCA,Arouca e Burgo,40.92878,-8.22926,Entire home/apt,245,2,23,2022-08-04,0.23,1,11,0,25869/AL
9818493,Large and Charming apt Porto Downtown (3 Bedrooms),2969815,Salomé,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15498,-8.6094,Entire home/apt,166,3,270,2024-09-08,2.55,1,307,29,28839/AL
9833392,2 suite - Downtown metro,7956382,Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15248,-8.61098,Entire home/apt,133,2,330,2024-09-05,3.15,1,163,36,24276/AL
9837994,Lux&Love Casa da Musica Apartment,31849564,Inocencio,PORTO,Ramalde,41.16067,-8.63298,Entire home/apt,53,5,292,2024-08-19,2.74,6,252,22,29265/AL
9840252,Ribeira Oporto Apartment II (Renewed 2021),35057317,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14198,-8.61566,Entire home/apt,85,2,485,2024-09-12,4.57,8,211,39,35743/AL
9898954,S. Bento Apart - Studio Ii,37066714,Diogo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14413,-8.61128,Entire home/apt,41,1,69,2024-09-01,0.65,45,254,9,23130/AL
9899517,River View 2 bedroom apartment,5070279,Tiago,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14294,-8.60514,Entire home/apt,188,2,279,2024-08-29,2.63,6,316,33,22917/AL
9904109,Fresh New @ Gaia Main Artery,39549775,Silvia,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13434,-8.60745,Entire home/apt,62,2,277,2024-09-09,2.61,4,15,29,22297/AL
9969335,"Central, Modern, University, Metro",2068687,Daniel & Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15908,-8.60464,Entire home/apt,55,6,80,2024-08-26,0.76,2,306,13,28325/AL
9970652,Happy Street,51235110,Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1506,-8.60369,Entire home/apt,83,4,184,2024-08-25,1.77,1,136,26,23046 A.L.
9981559,L'Orchidée,51149634,Cristina & Filipe,SANTA MARIA DA FEIRA,"Canedo, Vale e Vila Maior",41.00715,-8.46385,Entire home/apt,144,1,58,2024-08-04,0.59,1,96,11,77010/AL
10135846,See you Around - Loft Taipas,52016990,Claudia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14378,-8.61761,Entire home/apt,90,7,1,2016-08-03,0.01,3,287,0,388701/AL
10139717,OPOPanorama - 3,39031192,Gabriela E Carina,PORTO,Paranhos,41.17767,-8.58359,Private room,,3,37,2023-08-27,0.36,5,0,0,
10166766,Imperium Apartments - Aliados,52190599,Imperium,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14601,-8.61047,Entire home/apt,,1,56,2020-03-14,0.55,1,0,0,38645/AL
10198042,Quaint Portuguese Sea Side Appartment,52385806,Pedro,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.23752,-8.72328,Entire home/apt,40,3,0,,,1,171,0,
10239048,Discovery | Porto-Gaia,25359398,Joel,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.1136,-8.61436,Entire home/apt,,2,14,2018-04-01,0.14,3,0,0,50160/AL
10245541,9 Julho - Apartamento junto Metro,52661191,Ana Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16222,-8.62225,Entire home/apt,100,3,20,2023-05-14,0.19,1,0,0,26673/AL
